,Unnamed: 0,id,genres,genres_count
0,101050,vLFJ1xmdR8hG19vg,['rock'],1
1,1527,0qRa8DHSR10vGy6I,['rock'],1
2,24088,DhNEeU8JaJVy4MDa,['rock'],1
3,92839,qhXoa3Y42QHX1eXg,['rock'],1
4,89497,oqekOdG4d14WxgCS,['rock'],1
5,80974,jwziHyG0BcPt7Q4V,['rock'],1
6,68562,cxskgmdfEzirNB2V,['rock'],1
7,41833,NjXVmQKVwaTPUrhW,['rock'],1
8,10980,6CYt8VEK0nlsbpcM,['rock'],1
9,40122,MlMxSWekwdGptCJV,['rock'],1
10,19300,AxOdcGi6sG7qIoy5,['rock'],1
11,54372,UnKyb6P3DPGbngNT,['rock'],1
12,32204,IFj6XDqr2LMpothq,['rock'],1
13,709,0OmK9RvGBgr3psKL,['rock'],1
14,56640,W2taWEPsFYqZZi6J,['rock'],1
15,106216,yGHMFi96Jqtj126K,['rock'],1
16,86248,myHCDG3IH3qJXTEj,['rock'],1
17,26413,F005N0pPZaIhX7gV,['rock'],1
18,45536,Ppk5fweeho57fx4K,['rock'],1
19,14474,8CbahKq9ZiYlzvhY,['rock'],1
20,34824,JlPg6yEDkCqz309O,['rock'],1
21,68441,ctua64uRGKh66XiV,['rock'],1
22,61347,YlAsPgtpaXL8Hqn2,['rock'],1
23,54833,V3pjQtAju1psvMa6,['rock'],1
24,48837,Rfv6hD3MGnF1qHpq,['rock'],1
25,51426,T6q3FNfQV4ttiehN,['rock'],1
26,88085,o1rcAtN012DfWrrN,['rock'],1
27,59047,XRel4ML4zVQux66Y,['rock'],1
28,34067,JKWPwokWkPhEnCQ2,['rock'],1
29,86849,nJn2U0ldAwHFmCkI,['rock'],1
30,39204,MHCxsfLOWLcFnExM,['rock'],1
31,90961,pfDnaXjdZhiAMZIA,['rock'],1
32,66519,bqMUhv06EFklQRef,['rock'],1
33,32242,IH7ANXaDUN6wM0y8,['rock'],1
34,71285,eVvIIj54ss8HZXUO,['rock'],1
35,12369,71tK0vXozokJ4DkI,['rock'],1
36,67278,cFHYkpUpepOUvDxT,['rock'],1
37,6286,3XeZA53z2xMwRr0l,['rock'],1
38,104744,xQAt7TI3fVDb6RhE,['rock'],1
39,57824,WjlgncvOqyGa1dnS,['rock'],1
40,22624,CraRevMhps5nf4EF,['rock'],1
41,32608,ITliJ7GOFekvXQzY,['rock'],1
42,102260,w32DLS4Cxax8keD5,['rock'],1
43,95459,sCMJ346UX9vTj3Xz,['rock'],1
44,37959,LYm4xtUlaPPYxYud,['rock'],1
45,48179,RI2JEWYnhBBIOpYy,['rock'],1
46,62470,ZR8BWgf2fR1MN6KC,['rock'],1
47,55059,VBeIESOUY3MOu6Hk,['rock'],1
48,12329,70HUUJbX0JSJVKyy,['rock'],1
49,23596,DOyPVRIWXRof1KEk,['rock'],1
50,32752,IZG8JFzdF8qY24XU,['rock'],1
51,105545,xt5q9OApy7oPSUgH,['rock'],1
52,60486,YGidiqJ8FX0pQKI7,['rock'],1
53,66256,bfrMWPVsRglKR83D,['rock'],1
54,54226,UiIngv1djiB0iCvy,['rock'],1
55,8211,4ccJ2JRsPVTqf0UO,['rock'],1
56,101849,vneVfjGvfCptztI8,['rock'],1
57,66999,c62ACsvNzKEQQXfy,['rock'],1
58,39794,MZx12Zv1CDHxfod1,['rock'],1
59,80898,julbnJlLIrJlk9gP,['rock'],1
60,40017,Mhw59rRVAkDlZa7f,['rock'],1
61,43996,OvUXHqsoMkPCHJOM,['rock'],1
62,76083,hDVtQN1ZP7pPO78s,['rock'],1
63,20090,BP17SHaQTqFjo5Sb,['rock'],1
64,38182,Lgxr23kxIralNyF2,['rock'],1
65,99574,uWmyuAJfXZo8eQ1s,['rock'],1
66,41479,NXbAbMueskqXTcYe,['rock'],1
67,16361,9IEmxwLVoT03Vt5K,['rock'],1
68,3718,23CBsc2BFd3lvVmY,['rock'],1
69,47545,QvsjdpYbgZalUIv2,['rock'],1
70,98895,u8DNfHLbk4EssgcJ,['rock'],1
71,23198,DBarYyTcmISsxf0X,['rock'],1
72,25530,EWmTo1WOXp5DTLrG,['rock'],1
73,37692,LPQyUK7YMBOuceqk,['rock'],1
74,18924,AjtlxItyTr4ShPd2,['rock'],1
75,78790,ijiDspJ8Mw9UNgOQ,['rock'],1
76,67864,cZYK6ABOKS1JcmSN,['rock'],1
77,8666,4shTcf1U4dUxexKu,['rock'],1
78,9629,5Qb0MOEUJS97cpSE,['rock'],1
79,106399,yMBMsrb9prNZKdVI,['rock'],1
80,63293,ZvP6t7KQyYWN7OWv,['rock'],1
81,34241,JQs1RJYYbZKv6Bxu,['rock'],1
82,76378,hNBmplVvAwsGkeCN,['rock'],1
83,76383,hNJ3BIcdZsbXEDXq,['rock'],1
84,3407,1sIyP9H6CTidnp2Z,['rock'],1
85,74790,gVHXz9sY93BOPkHW,['rock'],1
86,53502,UJo682wvYcPZLWZV,['rock'],1
87,26618,F7MosC11BAf5ECc4,['rock'],1
88,104263,x9Xar0fHpaouDdcL,['rock'],1
89,14971,8V5ohPyciZYhN8Lu,['rock'],1
90,32235,IGrNQ2t0Ei2Pnxk9,['rock'],1
91,97444,tJ29zSAkzpmRXi0D,['rock'],1
92,102519,wBZQZHbQveKaJRFq,['rock'],1
93,54629,UwJsZYzoWYJsgciN,['rock'],1
94,83752,lWjjhzD7MqxdWYeO,['rock'],1
95,39678,MWaSivfujgx4W9WB,['rock'],1
96,92259,qMsf5B1SotLvIjzw,['rock'],1
97,90392,pLjfcjb25tU0pUzK,['rock'],1
98,88118,o2zuWmcltsOrFXvr,['rock'],1
99,5676,3BQQmKjsHLiZ6BCb,['rock'],1
100,20093,BP9cUEbDxszul8jF,['rock'],1
101,98505,tuKbVABGndZjFsl6,['rock'],1
102,94328,rXvqqplMjMjTvK0z,['rock'],1
103,65903,bTo5cnaKrRQvR0LX,['rock'],1
104,35969,KQpn53Igw9yNTF28,['rock'],1
105,9778,5VoBolIan5FHk9lw,['rock'],1
106,93968,rLUdJv91iGFezBrR,['rock'],1
107,101566,vcyTA4ELQDRlw5hi,['rock'],1
108,78035,iJOTaQ6VsEbGZL1E,['rock'],1
109,32481,IPjV027A8MO2ykZh,['rock'],1
110,92482,qUTOHjeY500H3KZ7,['rock'],1
111,13246,7WEwJVZhBtNDCSy7,['rock'],1
112,42097,NsHtKm1xi1Do7CVp,['rock'],1
113,25645,Ean51nFV0pE39NhE,['rock'],1
114,64302,aXON0IeaaTpqpQN5,['rock'],1
115,55870,VdRHk1ga9oN28dle,['rock'],1
116,61801,Z2DqxCaYUK5MrZeg,['rock'],1
117,10047,5ew2XMgLDHRlb0lq,['rock'],1
118,29593,GnvFnWH1ZEee0cd9,['rock'],1
119,43903,OsX8eFo9EJYZogks,['rock'],1
120,2545,1P2BDFhrr7pwxIsP,['rock'],1
121,76403,hNtVVicf00tXGkLK,['rock'],1
122,32737,IYhXMLGr3lk6lmqj,['rock'],1
123,45924,Q3FW5IETfMGskjPT,['rock'],1
124,38916,M6JtGGlvvx4BxgYP,['rock'],1
125,54412,UovkLkSmnxCRvS9h,['rock'],1
126,6369,3aYLu4PaUicsWQRq,['rock'],1
127,23927,Dbju6EjNzW8PVP8T,['rock'],1
128,55112,VDLFZCdCqq9VyVOZ,['rock'],1
129,70147,drHyDWoheawqCPm7,['rock'],1
130,10886,69KaI7eSNxoMoe6Q,['rock'],1
131,91300,ppkuVRsJ5u8gH8tS,['rock'],1
132,28250,G2v9IA6TyC7lhXQv,['rock'],1
133,97434,tIf5dtsRAKgYnFQJ,['rock'],1
134,92201,qKTDiPxNlyKR5VmV,['rock'],1
135,31039,Hb2TZalqHsQmP8gJ,['rock'],1
136,17913,AAdgBd8bh3ZMrGkt,['rock'],1
137,56529,VzesotVNN6BRI25p,['rock'],1
138,50524,Saso9U90azcOFIjg,['rock'],1
139,61815,Z2dm3m5f8kMZa1Sf,['rock'],1
140,22335,Ch6gjywd4Xuon8Tx,['rock'],1
141,75227,gjsIT2FJ83fYFx5o,['rock'],1
142,75428,gqyDfchba6vWzULe,['rock'],1
143,57215,WOHt9FWBSnu2m5BT,['rock'],1
144,66100,baRaBf2xnIfw8zaO,['rock'],1
145,6229,3VpAfrFfuT1NWjUP,['rock'],1
146,57622,Wd4InyteaRAtLjoe,['rock'],1
147,51528,TADeInAlLxn1S5VC,['rock'],1
148,64939,av4yn9cfQUiWXjjH,['rock'],1
149,31879,I4QU63fpF9IGUVvo,['rock'],1
150,75135,ggcD4XK27DNog0cS,['rock'],1
151,14161,828V5aP6tVssWMuX,['rock'],1
152,89119,obqWNcyT7ggZDLr4,['rock'],1
153,11343,6Qbb2MsPs6riay78,['rock'],1
154,60114,Y318ZeW1jnNgReqn,['rock'],1
155,94611,rhLLB8Eb65intGj6,['rock'],1
156,29810,Gv7u3I8Kb160nFJC,['rock'],1
157,99828,ufltcov2eJzXwGaW,['rock'],1
158,825,0SSO6Jmq0icI7oik,['rock'],1
159,29860,GwriOU6L2hEe3Hin,['rock'],1
160,28268,G3GAbvLti0ANoTaa,['rock'],1
161,51598,TCh4pgu58KH6ofpK,['rock'],1
162,39812,MahCYsWv1tAkpHY5,['rock'],1
163,76101,hEBHVAYGaleqHVoO,['rock'],1
164,39894,MdWKqJq1x8yFStqZ,['rock'],1
165,15135,8amBNDyL8AR1fgWD,['rock'],1
166,66786,bzW9r4mOxMRi13Fo,['rock'],1
167,48266,RLUNbalOsyWc9CrS,['rock'],1
168,4681,2cAZUa9MxtzDspgl,['rock'],1
169,20112,BPkLEdN0DBVx7WPB,['rock'],1
170,21621,CI4JkXXpQoiZGZLS,['rock'],1
171,81117,k2hWClAmlwrYsA3B,['rock'],1
172,72701,fKtQdGMlkGnlo4Zr,['rock'],1
173,65781,bPQ40uMlZldbohBy,['rock'],1
174,69422,dRMnFhmzV05UYdNR,['rock'],1
175,105917,y6Xqwosk4wPVWE0v,['rock'],1
176,3120,1iaAiCt5dWNCSX06,['rock'],1
177,44114,Ozn666PrdX5KK6vx,['rock'],1
178,47319,Qnf0kpxZlqb6EfOV,['rock'],1
179,80673,jmjWn9ERDCgirIde,['rock'],1
180,99993,ulc3WOr4wGCj9Wmx,['rock'],1
181,93257,qw18MDa540wkan8t,['rock'],1
182,60969,YXJ8XuMgU69azgtP,['rock'],1
183,65093,b0Mxk5ngx7BpJowM,['rock'],1
184,25831,Eh2fBFEGRBQScEiw,['rock'],1
185,53969,UZcgZJlW8tzAprSL,['rock'],1
186,106350,yKSK3z6kBv2YJfjx,['rock'],1
187,21540,CFC1MTpdY5OmheQo,['rock'],1
188,49238,RsqXo2V8BanH6o3o,['rock'],1
189,42930,OKTVVn4MrieEF7JC,['rock'],1
190,103409,wfEJA0YQhhdQGvut,['rock'],1
191,94218,rUESTZ36MixvGfbF,['rock'],1
192,98218,tkJpNRSOeOERaWMJ,['rock'],1
193,83998,lfsY3qwiz7eBqpwY,['rock'],1
194,17065,9gvsDF9pRqmg8fli,['rock'],1
195,85996,mpX16vGfsts7yzHP,['rock'],1
196,108291,zQl2PuujkSwPjfyi,['rock'],1
197,40362,MtzrHfwkjHQivwVe,['rock'],1
198,19612,B8RXFXiJgzSKAwXL,['rock'],1
199,50969,SqN89wAtkzaLtFqu,['rock'],1
200,61495,YqaS4pPJ721w8qGH,['rock'],1
201,54587,UujSMDp5gUMWPv6D,['rock'],1
202,14616,8IG28femmDhls5bI,['rock'],1
203,90074,pALKZAoEDJS4WCbT,['rock'],1
204,86481,n6S9UjPxsQVqPV96,['rock'],1
205,105245,xiS4n9Hq3KpLvCN5,['rock'],1
206,54078,UdG5lXI7BTp64WcQ,['rock'],1
207,100352,uyLHNhfWyFiTdrAb,['rock'],1
208,47962,R9x4PlZyFBYyAwMT,['rock'],1
209,71250,eUvLJi5WZDDCOR5S,['rock'],1
210,36448,KhKmjZvmLzmxQMDL,['rock'],1
211,68209,clVhGkYyElTDEfH2,['rock'],1
212,106891,ydnsEfZm7szwElBV,['rock'],1
213,9291,5FAApLF5RCRJLeko,['rock'],1
214,101781,vlBoWRAvc7hMQw7w,['rock'],1
215,33878,JDoDxKYKHsURC1tK,['rock'],1
216,43225,OUXDXm9znPHGvJUG,['rock'],1
217,7803,4Oa3uDmATEiq8WHl,['rock'],1
218,32331,IKbLQknXonYMHwx2,['rock'],1
219,79326,j1BonDBahN9EcSDc,['rock'],1
220,24006,DeWPEmp09qpabtV5,['rock'],1
221,24429,Dt16hqCF1EJFH078,['rock'],1
222,46461,QKr8XSWlnSOVuuGC,['rock'],1
223,7634,4INyHN3euPApEETB,['rock'],1
224,88825,oRzQZAam4X0h91Rt,['rock'],1
225,74771,gUMX56i2O0YAJCn8,['rock'],1
226,94148,rS6xbylcMEQM2HnK,['rock'],1
227,19098,AqSyoycNunkuQKPj,['rock'],1
228,92995,qn57Cq7pFOrWq73b,['rock'],1
229,108577,zaXwH40UOkGhjFOz,['rock'],1
